Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,PAUL MAZAITIS,ENG,76487,WEB DESIGN,A,Lect,1,5,20%,2,5,5,5,5,5,5,5,5,5
Spring,2016,SUGURU ISHIZAKI,ENG,76489,ADVANCED DOC & INFO,A,Lect,2,2,100%,8,4.5,4.5,4,5,5,4.5,5,4.5,4.5
Spring,2016,MARIO CASTAGNARO,ENG,76494,HEALTHCARE COMMNCTNS,A,Lect,4,7,57%,6.5,4.75,4.75,4.25,4.25,5,4.75,4.75,4,4.25
Fall,2016,"REINEKE, J. (co-taught)",ENG,76702,GLBL CMNCTN TRTG PRG,A,Lect,5,5,100%,7.4,4.8,4.6,4.6,4.8,4.8,4.6,4.6,4.8,4.4
Fall,2016,"WOLFE, J. (co-taught)",ENG,76702,GLBL CMNCTN TRTG PRG,A,Lect,5,5,100%,5.75,4,4,4,4,4,4,4,4,4
Spring,2016,ANDREEA RITIVOI,ENG,76718,COMM GLOBAL MARKTPLC,A,Lect,9,10,90%,7,4.33,3.33,3.67,3.33,4.11,3.78,4,4,3.56
Fall,2016,THOMAS HAJDUK,ENG,76720,ORGANZL COMMUNICTN,A,Lect,16,17,94%,5.38,2.88,2.19,2.56,2.5,2.75,2.19,3.13,2.38,2.19
Fall,2016,CHRISTOPHER WARREN,ENG,76723,GOD LTRY CLTRL HISTY,A,Lect,3,4,75%,16,4.33,4.67,4.33,4.33,4.67,4.33,4.33,4.67,4.67
Spring,2016,JOHN ODDO,ENG,76725,INTERTEXTUALITY,A,Lect,10,10,100%,7.1,4.7,4.6,4.5,4.7,4.6,4.7,4.7,4.7,4.3
Spring,2016,BARBARA JOHNSTONE,ENG,76740,AMERICAN ENGLISH,A,Lect,2,2,100%,6.5,4,5,4.5,4,5,5,5,4.5,4
Fall,2016,JEFFREY WILLIAMS,ENG,76743,RISE AMERICAN NOVEL,A,Lect,4,6,67%,12.75,4.75,4.5,4.75,4.75,4.75,4.5,4.75,5,4.75
Fall,2016,JEFFREY WILLIAMS,ENG,76750,LTRY & CLTL THEORY,A,Lect,6,7,86%,12,5,4.83,4.83,5,4.83,4.83,5,4.83,4.83
Fall,2016,CHRISTINE NEUWIRTH,ENG,76759,PLANNING TESTNG DOCS,A,Lect,6,6,100%,13.5,4.83,4.67,4.67,4.33,4.83,4.5,4.83,4.67,4.33
Fall,2016,STEVEN TWEDT,ENG,76772,NEWS WRITING,A,Lect,7,7,100%,6.71,4.71,4.43,4.29,4.71,4.71,4.14,4.86,4.14,4.14
Fall,2016,DOUGLAS COULSON,ENG,76773,ARGUMENT,A,Lect,4,4,100%,8.75,4,3.5,3.75,4.25,3.75,3.5,4.25,4.25,3.5
Spring,2016,STEPHANIE HUSARIK,ENG,76774,SOFTWR DOCMENTATION,A,Lect,6,8,75%,6.5,3.5,3.17,3.5,3,3.33,2.67,4.5,3.17,2.67
Fall,2016,JANE MCCAFFERTY,ENG,76775,MAGAZINE WRITING,A,Lect,3,3,100%,6.5,5,4,4,4.67,4.67,4.33,5,4,4.33
Spring,2016,LINDA FLOWER,ENG,76778,LITERACY: ED THRY PR,A,Lect,1,2,50%,11,5,3,4,4,5,3,5,4,5
Fall,2016,DOUGLAS COULSON,ENG,76784,RACE NATION & ENEMY,A,Lect,6,7,86%,9.5,4.67,4.5,4.5,4.5,4.67,4.17,4.67,4.5,4.5
Fall,2016,AMANDA BERARDI,ENG,76786,LANGUAGE & CULTURE,A,Lect,5,5,100%,7.4,4.6,4.4,4,4.2,4,4,4.8,4.4,4
Fall,2016,SUGURU ISHIZAKI,ENG,76788,CODING FOR HUMANISTS,A,Lect,6,6,100%,12.67,4.67,4.17,4,4.5,4,4.33,4.67,4.5,4.33
Spring,2016,MARY GLAVAN,ENG,76789,RHETORICAL GRAMMAR,A,Lect,2,2,100%,3.5,5,5,5,5,5,5,5,5,5
Fall,2016,David Kaufer,ENG,76789,RHETORICAL GRAMMAR,A,Lect,6,12,50%,9,4.67,4.17,4.83,4.17,4.5,4.5,5,4.5,4.67
Spring,2016,JOHN ODDO,ENG,76790,STYLE,A,Lect,2,2,100%,6.5,5,5,5,5,5,5,5,5,5
Fall,2016,JOHN ODDO,ENG,76790,STYLE,A,Lect,12,12,100%,10.58,4.92,5,5,4.83,4.92,4.92,4.92,4.92,5
Fall,2016,KERRY ISHIZAKI,ENG,76791,DOC & INFO DESIGN,A,Lect,9,15,60%,10.44,4.33,3.11,3.33,4,4.22,3,4.89,3.22,3.67
Spring,2016,MARIO CASTAGNARO,ENG,76794,HEALTHCARE COMMNCTNS,A,Lect,8,8,100%,7.25,4.38,4.38,4.25,3.63,4.38,3.88,4.75,3.75,3.88
Spring,2016,MARK ROTH,ENG,76795,SCIENCE WRITING,A,Lect,3,4,75%,8,5,4.67,5,5,5,5,5,5,5
Fall,2016,KORRYN MOZISEK,ENG,76796,NON-PROFIT ADVOCACY,A,Lect,10,10,100%,9.8,4.4,3,3.3,3.4,3.8,3.7,4.4,3.5,3.5
Fall,2016,KRISTINA STRAUB,ENG,76810,18TH CNTRY LCS,A,Lect,5,5,100%,13,5,4.4,4.2,4.6,4.6,4.4,5,4.8,4.6
Spring,2016,KRISTINA STRAUB,ENG,76812,18TH CENTURY,A,Lect,6,9,67%,9,4.83,4.5,4.67,4.67,4.67,4.5,4.83,4.5,4.5
Fall,2016,JOHN ODDO,ENG,76815,PWR & PROPAGANDA,A,Lect,9,10,90%,8.67,4.78,4.78,4.89,4.56,5,4.89,4.78,4.89,4.78
Fall,2016,CHRISTINE NEUWIRTH,ENG,76819,MEDIA DGITL AGE,A,Lect,6,6,100%,11.5,4.67,4.5,4.67,5,4.33,4.67,4.5,4.67,4.5
Fall,2016,"KNAPP, P. (co-taught)",ENG,76821,WHY STORIES MATTER,A,Lect,6,6,100%,11.5,4.83,4.5,4.67,4.67,4.67,4.5,4.83,4.67,4.83
Fall,2016,"RITIVOI, A. (co-taught)",ENG,76821,WHY STORIES MATTER,A,Lect,6,6,100%,11.5,5,4.5,4.67,4.6,5,4.5,5,4.83,4.83
Spring,2016,MARIAN AGUIAR,ENG,76823,GENDER STUDIES,A,Lect,4,8,50%,7.25,4.75,4.5,4.75,4,4.75,4.5,5,4.75,4
Spring,2016,JAMES WYNN,ENG,76825,SCIENCE IN PBL SPHRE,A,Lect,8,8,100%,8.38,4.63,4.88,4.88,4.5,4.5,4.63,4.63,4.63,4.5
Fall,2016,CHRISTOPHER WARREN,ENG,76829,DIGITAL HUMANITIES,A,Lect,5,7,71%,9.8,4.2,4,3.8,3,4.4,4,4.6,3.8,4
Spring,2016,KATHLEEN NEWMAN,ENG,76835,20TH CENT AMERICAN,A,Lect,8,9,89%,9.13,4.5,4.75,4,4.38,4.63,4.5,4.75,4.5,4.25
Spring,2016,DAVID SHUMWAY,ENG,76837,LTRY & CLTL THEORY,A,Lect,6,7,86%,13,4,4.67,4.17,4.17,4,4.5,4.33,4.33,4.17
Fall,2016,DAVID SHUMWAY,ENG,76839,MEDIA/FILM STUDIES,A,Lect,2,3,67%,12.5,3.5,5,5,4,4,5,3,3.5,4
Spring,2016,PEGGY KNAPP,ENG,76841,MEDIEVAL LIT,A,Lect,2,3,67%,9.5,5,5,5,5,5,5,5,5,5
Fall,2016,JON KLANCHER,ENG,76844,STUDIES PRNT CULTR,A,Lect,8,8,100%,11,4.75,4.38,4.5,4.5,4.75,4.71,4.5,4.63,4.88
Spring,2016,JEFFREY WILLIAMS,ENG,76852,LTRY & CLTL THEORY,A,Lect,7,10,70%,9,4.86,4.86,4.71,5,4.43,4.71,4.86,4.86,4.57
Fall,2016,RICHARD PURCELL,ENG,76854,LTRY & CLTL THEORY,A,Lect,11,15,73%,12.45,4,4,4.09,3.64,4.36,3.55,4.82,3.82,3.9
Fall,2016,NECIA WERNER,ENG,76870,PROF & TECH WRITING,A,Lect,7,14,50%,10.29,4.86,3.29,3.71,4.14,4.29,3.43,4.86,3.71,3.71
Spring,2016,THOMAS OBOYLE,ENG,76872,TPCS IN OURNALISM,A,Lect,5,5,100%,7.4,5,4.6,4.8,5,5,4.8,4.6,4.6,4.8
Spring,2016,DOUGLAS COULSON,ENG,76875,LAW PERFORM & IDENT,A,Lect,4,4,100%,9.5,4.25,3.75,3.75,3.5,4.25,3.75,4.5,4,3.75
Fall,2016,JAMES WYNN,ENG,76876,RHETORIC OF SCIENCE,A,Lect,4,4,100%,11,5,5,4.75,5,5,4.75,5,5,5
Fall,2016,BRIAN STASZEL,ENG,76881,MULTIMEDIA DESIGN,A,Lect,9,9,100%,12.33,4.56,4.11,4.11,3.78,4.22,4,4.78,4.11,4.13
Spring,2016,DOUGLAS COULSON,ENG,76882,HISTORY OF RHETORIC,A,Lect,6,6,100%,11,4.17,3.5,2.83,3.67,4.17,4,4.17,3.67,3.5
Spring,2016,NECIA WERNER,ENG,76887,WEB DESIGN,1,Lect,6,7,86%,10.5,5,3.67,4.5,4.33,5,4.33,5,4.67,4.5
Spring,2016,PAUL MAZAITIS,ENG,76887,WEB DESIGN,A,Lect,6,7,86%,6.5,5,5,5,5,5,4.83,5,4.83,4.83
Spring,2016,SUGURU ISHIZAKI,ENG,76889,ADVANCED DOC & INFO,A,Lect,14,14,100%,8,4.79,4.71,4.64,4.79,4.57,4.71,4.93,4.79,4.64
Fall,2016,DANIELLE WETZEL,ENG,76902,TCHG WRTG PRACTCM I,A,Lect,2,4,50%,2,5,5,5,5,5,5,5,5,5
Spring,2016,DANIELLE WETZEL,ENG,76903,TCHG WRTG PRCT II,A,Lect,3,4,75%,2,5,4.33,4.67,4.33,5,4.33,5,4.33,4.33
Fall,2016,DANIELLE WETZEL,ENG,76904,ESL PRACTICUM I,A,Lect,3,3,100%,5,5,4.5,5,5,5,5,5,5,4.67
Fall,2016,TIMOTHY HAGGERTY,H00,65101,HUMANITIES SCHOLAR I,A,Lect,16,19,84%,7.81,4.81,4.56,4.5,4.63,4.63,4.69,4.94,4.75,4.73
Spring,2016,REBECCA MORRIS,H00,65102,HUMANTIES SCHOLRS II,A,Lect,5,6,83%,5,5,4.6,4.4,4.8,4.2,4.4,5,4.6,4.6
Fall,2016,MARK PATTERSON,H00,65103,QSSS FRSHMAN SEMINAR,A,Lect,15,19,79%,5.2,5,4.53,4.6,4.73,4.67,4.53,5,4.73,4.67
Fall,2016,EMILY MOHN-SLATE,H00,65201,HUMANTIES SCHOLR III,A,Lect,3,5,60%,11,5,4.33,4.67,5,4.33,4,4.67,4.67,4.67
Spring,2016,MARIA ELENA VERSARI,H00,65202,HUMANTIES SCHOLAR IV,A,Lect,4,5,80%,8.75,4.75,4,4.25,4.75,4.5,4.5,4.75,4.75,4.5
Spring,2016,TIMOTHY HAGGERTY,H00,65402,HUM SCHLRS SR RES SM,A,Lect,1,4,25%,2,4,4,4,4,4,4,4,4,4
Fall,2016,MARK PATTERSON,H00,65411,QSSS PRO SEMIMAR 1,A,Lect,3,5,60%,4,5,4.33,5,5,5,5,5,4.67,5
Spring,2016,RICKY LAW,HIS,79104,GLOBAL HISTORIES,1,Lect,139,181,77%,6.49,4.53,4.63,4.57,3.82,4.57,4.55,4.64,4.51,4.22
Fall,2016,NICO SLATE,HIS,79104,GLOBAL HISTORIES,1,Lect,123,208,59%,6.32,4.8,4.56,4.52,4.19,4.69,4.54,4.89,4.56,4.38
Spring,2016,RICKY LAW,HIS,79104,GLOBAL HISTORIES,2,Lect,100,160,62%,6.09,4.6,4.63,4.59,3.85,4.63,4.56,4.81,4.65,4.23
Fall,2016,NICO SLATE,HIS,79104,GLOBAL HISTORIES,2,Lect,87,154,56%,6.07,4.82,4.61,4.52,4.22,4.67,4.55,4.85,4.63,4.43
Spring,2016,JAY ROSZMAN,HIS,79104,GLOBAL HISTORIES,3,Lect,17,26,65%,7.65,4.53,4.41,4.29,4.47,4.24,4.41,4.82,4.47,4.12
Fall,2016,JAY ROSZMAN,HIS,79104,GLOBAL HISTORIES,3,Lect,34,46,74%,6.88,4.74,4.82,4.74,4.62,4.62,4.62,4.91,4.88,4.68
Fall,2016,BENJAMIN REILLY,HIS,79104,GLOBAL HISTORIES,6,Lect,38,60,63%,7.78,4.53,4.66,4.61,4.63,4.32,4.47,4.53,4.68,4.55
Summer,2016,NAUM KATS,HIS,79104,GLOBAL HISTORIES,S,Lect,9,12,75%,9.33,5,4.22,4.22,4.22,4.78,4.56,4.67,4.56,4.56
Spring,2016,BENJAMIN REILLY,HIS,79104,GLOBAL HISTORIES,W,Lect,16,23,70%,8.25,4.88,4.88,4.81,4.94,4.75,4.75,5,4.81,4.81
Spring,2016,Edda FIELDS-BLACK,HIS,79162,FR SEM: SLAV FRE AFR,A,Lect,7,11,64%,6.71,4.29,4,4.14,4.14,4.29,4.43,4.71,4.43,4.14
Fall,2016,Edda FIELDS-BLACK,HIS,79164,FR SEM:SLAVE PASSAGE,A,Lect,5,10,50%,6.2,3.8,3.8,3.8,3.2,4,3.4,4.2,3.8,3.8
Spring,2016,LISA TETRAULT,HIS,79178,FR SEM:BODY POLITICS,A,Lect,14,15,93%,8.21,4.93,4.43,4.71,4.79,4.86,4.93,5,4.93,4.93
Spring,2016,LAURIE EISENBERG,HIS,79200,INTRO HIS RESEARCH,A,Lect,8,15,53%,8.13,4.88,4.25,4.75,4.88,4.75,4.57,4.63,4.88,4.75
Fall,2016,KATHERINE LYNCH,HIS,79200,INTRO HIS RES & WRIT,A,Lect,6,8,75%,8,4.5,4,3.67,4.33,4,4.17,4.33,3.67,3.67
Fall,2016,SHAWN ALFONSO-WELLS,HIS,79201,INTRO ANTHROPOLOGY,A,Lect,25,36,69%,7.8,3.84,3.4,3.52,3.32,3.76,3.68,3.92,3.64,3.56
Summer,2016,SHAWN ALFONSO-WELLS,HIS,79201,INTRO ANTHROPOLOGY,E,Lect,1,4,25%,11,4,4,,4,5,4,5,5,5
Summer,2016,SHAWN ALFONSO-WELLS,HIS,79201,INTRO ANTHROPOLOGY,U,Lect,2,4,50%,8,5,5,5,4.5,5,5,5,5,5
Spring,2016,ALLYSON CREASMAN,HIS,79202,FL SP EARLY MOD EUR,A,Lect,7,20,35%,8,4.86,4.71,4.43,4.71,4.57,4.86,4.86,4.86,4.86
Fall,2016,EMANUELA GRAMA,HIS,79203,POL CHNGE EAST EUROP,A,Lect,12,15,80%,9.08,4.42,3.58,3.83,3.92,4.17,4,4.33,4.08,3.92
Spring,2016,MICHAL FRIEDMAN,HIS,79205,20TH/21ST CENT EUROP,A,Lect,10,22,45%,6.5,4.5,3.9,3.8,3.8,4.1,3.8,4.6,3.9,4
Spring,2016,ALLYSON CREASMAN,HIS,79206,CRIME EARLY MOD EUR,A4,Lect,9,20,45%,5.67,4.22,4.56,4.67,4.56,4.44,4.44,5,4.44,4.56
Spring,2016,JIACHENG LIU,HIS,79209,WOMEN/GENDER E. ASIA,A,Lect,10,11,91%,7.7,4.6,4.5,4.7,4.5,4.8,4.8,4.3,4.4,4.6
Spring,2016,JOHN SOLURI,HIS,79219,MODERN CUBA,A4,Lect,10,26,38%,6.8,4.5,4.3,4.4,4.1,4.44,4.3,4.6,4.3,4.4
Fall,2016,PAUL EISS,HIS,79220,SCREENING MEXICO,A2,Lect,4,18,22%,5.75,5,4.75,5,4.5,4.75,4.75,5,5,5
Spring,2016,LAURIE EISENBERG,HIS,79230,ARB ISR CFL PC PRCS,A,Lect,9,23,39%,7,4.56,4.44,4.56,4.33,4.67,4.56,4.44,4.44,4.56
Summer,2016,NAUM KATS,HIS,79231,AM FORGN POL 1945-PR,S,Lect,10,20,50%,10.1,4.4,4,4.2,3.9,4.5,4.3,4.8,4.3,4.4
Fall,2016,BENJAMIN REILLY,HIS,79232,ARABN PENSLA ENV HST,W,Lect,10,14,71%,8.6,4.7,4.7,4.6,4.7,4.5,4.8,4.7,4.8,4.7
Fall,2016,LAURIE EISENBERG,HIS,79233,US MID EST SNC 1945,1,Lect,20,31,65%,7.7,4.9,4.55,4.75,4.8,4.9,4.75,4.95,4.9,4.75
Spring,2016,SHAWN ALFONSO-WELLS,HIS,79235,CARIBBEAN CULTURES,A,Lect,12,29,41%,7,4.17,3.83,4.17,3.83,4.33,4.25,4.58,4,4
Fall,2016,KIMBERLY ELLIS,HIS,79238,ROOTS BLACK URB REB,A2,Lect,6,22,27%,5,3,1.83,2.33,1.67,3.5,2.33,4,2.33,2
Fall,2016,JOE TROTTER,HIS,79242,AFR AMR HST: REC PRS,A,Lect,8,8,100%,6.88,4.88,4.25,4.38,4.25,4.88,4.38,5,4.5,4.5
Spring,2016,ANDREW RAMEY,HIS,79249,20TH/21ST CENT U.S.,A,Lect,13,18,72%,8,5,4.92,4.77,4.77,4.77,4.92,5,4.92,4.69
Fall,2016,KRISTEN ALLEN,HIS,79250,RUN FOR PRESIDENT,A,Lect,17,28,61%,7.29,4.35,4.47,4.18,3.82,4.18,4.29,4,4.18,4
Fall,2016,ANDREW MCGEE,HIS,79252,US HIST AFTER 1945,A,Lect,5,11,45%,9.8,5,4.6,5,4.6,4.6,5,5,5,5
Spring,2016,JAY ROSZMAN,HIS,79255,IRISH HISTORY,A4,Lect,12,21,57%,6.25,4.92,4.67,4.91,4.91,4.73,4.82,4.91,4.91,4.82
Fall,2016,JOHN WEIGEL,HIS,79257,GERMANY SECN WRLD WR,A,Lect,16,20,80%,8.6,4.38,4.5,4.38,4.44,4.38,4.38,4.75,4.19,4.19
Fall,2016,BENNO WEINER,HIS,79261,CHINESE HIST & SOCTY,A,Lect,10,14,71%,8.3,4.4,4.6,4.4,4.1,4.3,4.4,4.8,4.5,4.4
Spring,2016,BENNO WEINER,HIS,79262,MODERN CHINA,A,Lect,14,25,56%,7.77,4.71,4.64,4.64,4.43,4.57,4.79,4.93,4.64,4.57
Fall,2016,WENDY GOLDMAN,HIS,79265,RSSN HSTY:FST LST TS,A,Lect,15,19,79%,6.8,4.87,4.67,4.87,4.53,4.87,5,5,4.87,4.87
Spring,2016,WENDY GOLDMAN,HIS,79266,RSN HST: COMM CAPTLM,A,Lect,13,14,93%,6.85,4.77,4.77,4.77,4.38,4.92,4.69,4.85,4.85,4.69
Fall,2016,JAY ROSZMAN,HIS,79269,LONDN BIRTH MOD BRIT,A2,Lect,2,11,18%,6.5,5,4,4,4.5,4,5,5,4.5,5
Fall,2016,NAUM KATS,HIS,79271,RUSSIAN STUDIES TOPC,A2,Lect,3,6,50%,6,5,4.33,5,4.33,5,5,4.67,5,5
Spring,2016,MICHAL FRIEDMAN,HIS,79273,JEWS& MUSLIMS IN HIS,A,Lect,6,10,60%,7,4.33,4.17,4,4,4,3.83,4.83,4,4
Spring,2016,KAREN FAULK,HIS,79275,INTRO TO GLOBAL STDS,A,Lect,19,20,95%,8.47,4.53,4.47,4.37,4,4.42,4.26,4.89,4.21,3.84
Fall,2016,LANSINE KABA,HIS,79279,NATL:USA SAUDI S AFR,W,Lect,20,33,61%,7.15,4.35,3.63,3.8,4.15,4.25,4.05,4.75,3.9,4
Fall,2016,JOHN SOLURI,HIS,79280,COFFEE & SOCIAL CHAN,A2,Lect,12,26,46%,5.75,4.5,4.08,4.25,4.33,4.5,4.58,4.67,4.58,4.5
Spring,2016,LANSINE KABA,HIS,79285,ISLAM IN THE US,W,Lect,17,27,63%,6.06,4.35,3.76,3.82,4.12,4.18,4.06,4.24,4.12,4.24
Spring,2016,LAUREN HERCKIS,HIS,79286,ARCHAEOLOGY: ANC WLD,A3,Lect,12,18,67%,8,4.92,4.83,4.83,4.92,4.91,4.83,4.92,4.75,4.67
Spring,2016,LAUREN HERCKIS,HIS,79287,ARCHAEOLOGY:USE/ABUS,A4,Lect,16,24,67%,6.31,4.88,4.94,4.94,4.81,4.94,4.81,4.94,4.94,4.88
Fall,2016,JOHN SOLURI,HIS,79289,ENV HIS PEOPLE/ANIML,A2,Lect,8,20,40%,9.71,4.13,4.5,4.38,4.38,4.13,4.13,4.38,4.38,4.13
Spring,2016,Edda FIELDS-BLACK,HIS,79290,SLAVE PASSAGE,A4,Lect,8,18,44%,5,4.38,4.13,4.13,4,4.25,4.13,4.63,4,4.13
Summer,2016,MICHAEL KLINE,HIS,79292,US IMMIGRATION HSTRY,W,Lect,13,19,68%,9.15,4.54,4.62,4.69,4.69,4.77,4.77,5,4.69,4.77
Fall,2016,LANSINE KABA,HIS,79294,ISLM MN ST WS 18 CNT,W,Lect,23,30,77%,6.77,4.52,3.96,4.09,3.96,4.3,4.17,4.57,4.13,4.09
Fall,2016,CHRISTOPHER PHILLIPS,HIS,79299,NWTON/NUKBMB-HIS-SCI,A,Lect,16,21,76%,7.63,4.69,4.38,4.44,4.63,4.69,4.5,4.75,4.69,4.69
Fall,2016,CHRISTOPHER PHILLIPS,HIS,79300,HSTRY AMRC PUBC PLCY,A,Lect,17,24,71%,9.41,4.82,4.47,4.41,4.35,4.76,4.53,4.82,4.65,4.24
Spring,2016,CHRISTOPHER PHILLIPS,HIS,79305,MONEYBALL NATION,1,Lect,20,34,59%,6.65,4.9,4.55,4.7,4.42,4.7,4.75,4.95,4.95,4.9
Fall,2016,JEFFREY HINKELMAN,HIS,79306,FACT INTO FILM,A,Lect,13,21,62%,8.92,5,4.85,4.69,4.46,4.77,4.69,4.92,4.77,4.77
Spring,2016,LANSINE KABA,HIS,79307,RELGN POLTC MDL EAST,W,Lect,14,24,58%,10.15,4.79,4.43,4.43,4.43,4.86,4.71,4.92,4.64,4.71
Spring,2016,JEFFREY HINKELMAN,HIS,79308,CRIME/JUST AMER FILM,A,Lect,8,26,31%,7.63,4.5,4.5,4.5,4.5,4.5,4.38,4.5,4.5,4.5
Fall,2016,BENNO WEINER,HIS,79309,CHINES REVOLTION FLM,A,Lect,6,7,86%,7,4.33,3.67,4.33,4,4.17,4.33,4.83,4,4.17
Fall,2016,ANDREW MCGEE,HIS,79310,MD US BS 1870 PRSNT,A,Lect,20,30,67%,6.89,4.6,4,4.35,4.5,4.45,4.35,4.65,4.35,4.2
Fall,2016,LAUREN HERCKIS,HIS,79311,PALEOKITCHEN ANC WRL,A1,Lect,6,16,38%,6,4.67,4,4.33,3.5,4.67,4.33,4.83,4.5,4.5
Fall,2016,LAUREN HERCKIS,HIS,79312,ARCHAEOLOGY OF DEATH,A2,Lect,10,22,45%,5.3,4.5,4.6,4.5,3.5,4.1,4.4,4.7,4.3,4.4
Spring,2016,EMANUELA GRAMA,HIS,79314,POLITICS & CLT MEMRY,A,Lect,6,9,67%,6.5,4.33,2.83,3.17,3.83,4.33,3.67,4.67,3.83,3.83
Fall,2016,ABIGAIL OWEN,HIS,79315,POLITICS OF WATER,A,Lect,10,13,77%,7.1,4.7,4.5,4.4,4.4,4.3,4.4,4.8,4.6,4.44
Fall,2016,"BENEDICT-JONES, L. (co-taught)",HIS,79316,PHOTOG FIRST 100 YRS,A,Lect,10,14,71%,5.33,4.5,4.4,4.5,4.3,4.7,4.6,4.7,4.3,4.4
Fall,2016,"ORESICK, D. (co-taught)",HIS,79316,PHOTOG FIRST 100 YRS,A,Lect,10,14,71%,5,4.6,4.5,4.4,4.1,4.4,4.3,4.7,4.4,4.5
Fall,2016,PAUL EISS,HIS,79317,ART ANTHRPLGY EMPIRE,A,Lect,13,20,65%,6.38,4.62,4.62,4.33,4.54,4.38,4.15,4.92,4.46,4.54
Spring,2016,LISA TETRAULT,HIS,79320,WOMEN POLTCS & PROTS,A,Lect,10,15,67%,7.4,4.8,4.8,4.8,4.6,4.9,4.9,4.8,5,4.9
Fall,2016,WENDY GOLDMAN,HIS,79322,STALN & THE GRT TROR,A2,Lect,12,25,48%,8,4.75,4.83,4.83,4.42,4.83,4.75,5,4.83,4.67
Spring,2016,TIMOTHY HAGGERTY,HIS,79325,US GAY & LESBIAN HIS,A4,Lect,11,25,44%,5.55,4.55,4.36,4.36,4,4.82,4.82,4.64,4.64,4.36
Fall,2016,CARRIE HAGAN,HIS,79327,MODERN GIRLHOOD,A2,Lect,11,24,46%,5.3,4.55,4.09,4,4,4.09,3.91,4.91,4.09,4.09
Spring,2016,LINDA BENEDICT-JONES,HIS,79328,PHTGR & PHOTGY WW II,A,Lect,6,14,43%,4.5,4.67,4.83,4.67,4.67,4.67,5,4.83,4.83,4.83
Spring,2016,KEVIN BROWN,HIS,79329,THE BOMB: NUC WEAPON,A,Lect,7,10,70%,7,5,4.71,5,4.71,4.71,4.71,5,4.86,4.86
Fall,2016,LISA TETRAULT,HIS,79331,BDY PLTC: WM HLT AM,A,Lect,19,22,86%,7.21,4.95,4.68,4.79,4.37,4.95,4.84,4.84,4.89,4.95
Fall,2016,SHAWN ALFONSO-WELLS,HIS,79333,SEX GENDER & ANTHRO,A,Lect,14,28,50%,5.64,4.43,3.57,3.93,3.86,4.29,4.29,4.57,4.21,4.07
Fall,2016,ABIGAIL OWEN,HIS,79336,OIL & WATER,A2,Lect,9,18,50%,8.67,4.78,4.56,4.56,4,4.56,4.89,4.78,4.89,4.67
Spring,2016,ELISABETH KASKE,HIS,79337,GRT DVGNC ECO HIST,A,Lect,1,5,20%,8,4,4,4,5,4,3,4,4,4
Spring,2016,ANDREW MASICH,HIS,79344,PUBLIC HIS: OUT CLSR,A4,Lect,8,20,40%,5.75,4.63,4,4.38,4,4.75,4.38,4.5,4.38,4.38
Spring,2016,SCOTT SANDAGE,HIS,79345,ROOTS OF ROCK & ROLL,A,Lect,60,100,60%,6.4,4.98,4.93,4.83,4.75,4.85,4.88,4.95,4.95,4.92
Spring,2016,SCOTT SANDAGE,HIS,79346,AMERICN POLITL HUMOR,A,Lect,19,23,83%,6.83,4.95,4.89,4.89,4.95,4.95,4.95,4.89,5,4.84
Summer,2016,NAUM KATS,HIS,79347,TPCS IN EURO STUDIES,S,Lect,3,9,33%,10,4.33,4.67,4.33,4.33,4.67,4,4.67,4.33,4.33
Spring,2016,BARBARA BURSTIN,HIS,79349,HOLOCAUST HISTCL PRP,A,Lect,10,19,53%,8,4.7,4.5,4.7,4.3,4.7,4.7,4.7,4.7,4.6
Fall,2016,ALLYSON CREASMAN,HIS,79352,CHRISTDN DV CTHLC RE,A,Lect,9,9,100%,6.88,4.44,4.67,4.56,4.11,4.33,4.78,4.67,4.67,4.44
Spring,2016,KAREN FAULK,HIS,79355,"REFUG, IMMIG,CITIZEN",A,Lect,12,17,71%,8.75,4.75,4.75,4.75,4.67,4.75,4.75,4.75,4.67,4.25
Spring,2016,KENNETH KEELING,HIS,79357,HIS BLACK AMERIC MUS,A,Lect,3,10,30%,5,4,4,4,4,4.33,4,4.33,4,4
Fall,2016,GALI TIBON,HIS,79358,NAZI GHETTOS,A2,Lect,14,29,48%,5.64,4.93,4.07,4.5,4.29,4.79,4.79,4.93,4.62,4.79
Spring,2016,STEVEN SCHLOSSMAN,HIS,79363,RISE OF MODERN GOLF,A4,Lect,13,28,46%,5.92,4.77,4.69,4.62,4.69,4.77,4.92,5,4.77,4.85
Spring,2016,MICHAEL KLINE,HIS,79365,CNFLT ACDT MED WRLD,W,Lect,8,13,62%,6.88,4.25,4.25,4.25,4.13,4.38,4.25,4.5,4.38,4.13
Spring,2016,MICHAEL KLINE,HIS,79366,EMERGNC MOD MID EAST,W,Lect,18,22,82%,7.5,4.56,4.44,4.39,4.5,4.5,4.44,4.78,4.44,4.5
Summer,2016,MICHAEL KLINE,HIS,79366,EMERGNC MOD MID EAST,W,Lect,14,17,82%,9.71,4.71,4.79,4.64,4.29,4.79,4.79,4.93,4.71,4.79
